Title,Priority,Precondition,Description,CreatedAt,UpdatedAt,ModuleID,TestPlanID
Verify product details are displayed correctly,Medium,User is on the product details page,Check if product availability status is updated in real-time.,2022-04-01T11:01:48Z,2024-05-05T13:13:46Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify user can remove product from cart,Low,User is on the login page,Enter invalid product ID and verify appropriate message is displayed.,2022-01-13T03:28:11Z,2023-03-15T06:15:44Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,High,User has items in the shopping cart,Enter valid payment details and verify successful purchase completion.,2022-03-06T09:38:54Z,2023-08-29T03:47:05Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify login with valid credentials,Medium,User is on the product search page,Enter valid payment details and verify successful purchase completion.,2021-03-27T01:32:39Z,2023-08-16T10:52:11Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Medium,User is on the checkout page,Enter valid username and password and verify successful login.,2021-12-05T12:35:00Z,2023-01-03T12:11:41Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify login with invalid credentials,Low,User is on the product search page,Enter EUR amount and verify accurate conversion to USD.,2021-11-29T12:37:51Z,2024-04-15T03:33:36Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify user can add product to cart,Medium,User is on the checkout page,Enter invalid product ID and verify appropriate message is displayed.,2022-10-03T06:33:32Z,2023-02-04T03:41:14Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product images are displayed correctly,Low,User is on the product search page,Attempt to add product to cart and verify success message is displayed.,2021-07-09T08:29:44Z,2023-12-23T22:45:36Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify login with valid credentials,Medium,User is on the currency conversion page,Check if product images are displayed correctly and in high resolution.,2021-11-23T04:02:53Z,2024-08-13T09:28:52Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify user can complete purchase,Low,User is on the product search page,View product reviews and verify they are displayed correctly.,2022-08-13T18:32:58Z,2023-04-22T00:21:58Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify user can remove product from cart,High,User is on the product details page,Enter valid payment details and verify successful purchase completion.,2021-10-30T23:07:28Z,2024-07-21T06:57:05Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,Medium,User is on the registration page,Enter valid data and verify successful registration.,2021-08-22T05:52:45Z,2023-01-21T02:48:18Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify registration with valid data,Low,User is on the product details page,Check if product images are displayed correctly and in high resolution.,2022-09-01T01:32:42Z,2024-05-12T03:38:25Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify user can complete purchase,Low,User is on the checkout page,View product reviews and verify they are displayed correctly.,2022-02-28T11:01:44Z,2023-11-26T12:07:10Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product availability status is accurate,High,User is on the currency conversion page,Check if product availability status is updated in real-time.,2021-10-22T05:41:49Z,2023-02-08T21:35:54Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify login with invalid credentials,High,User is on the registration page,View product details and verify all information is displayed correctly.,2022-06-19T13:48:18Z,2023-03-18T12:38:18Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,High,User is on the currency conversion page,Enter invalid product ID and verify appropriate message is displayed.,2021-02-18T05:10:28Z,2023-08-30T08:12:35Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Medium,User is on the product search page,Attempt to add product to cart and verify success message is displayed.,2021-11-25T14:17:20Z,2023-05-18T01:48:25Z,666017adf902b,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Low,User is on the product search page,Check if product price is displayed accurately with correct currency format.,2021-12-23T03:42:23Z,2023-07-17T18:31:47Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,High,User is on the registration page,Enter EUR amount and verify accurate conversion to USD.,2021-01-03T00:48:10Z,2024-01-29T10:44:31Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,Medium,User is on the login page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-07-26T02:34:53Z,2023-09-18T19:06:32Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify product availability status is accurate,Medium,User has items in the shopping cart,Enter valid username and password and verify successful login.,2021-01-16T06:52:57Z,2023-04-30T23:42:01Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify search functionality returns correct results,Low,User has items in the shopping cart,Enter valid payment details and verify successful purchase completion.,2021-02-26T04:33:44Z,2023-09-17T19:51:42Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify search functionality returns correct results,Medium,User is on the login page,Check if product price is displayed accurately with correct currency format.,2021-04-07T07:00:27Z,2024-04-12T07:22:46Z,666017adf902b,66601d7f32c5408430429d1b
Verify login with valid credentials,Medium,User is on the login page,Attempt to remove product from cart and verify success message is displayed.,2021-09-09T12:03:03Z,2023-01-16T22:11:24Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify search functionality returns correct results,High,User is on the currency conversion page,Enter valid username and password and verify successful login.,2022-01-31T14:33:05Z,2024-01-09T19:45:44Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify user can proceed to checkout,High,User is on the product search page,Check if product reviews are sorted by date in descending order.,2021-06-21T17:44:33Z,2024-01-13T09:06:54Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Medium,User is on the product details page,Enter invalid username and password and verify error message.,2022-02-27T13:30:36Z,2023-10-17T01:47:56Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product availability status is accurate,High,User is on the login page,Enter valid username and password and verify successful login.,2021-08-16T22:45:48Z,2023-06-17T14:23:34Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product availability status is accurate,Medium,User has items in the shopping cart,Check if product availability status is updated in real-time.,2021-03-09T19:09:43Z,2023-07-07T23:52:03Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify registration with invalid data,Medium,User is on the product details page,Check if product price is displayed accurately with correct currency format.,2022-06-24T00:35:01Z,2023-09-20T00:06:37Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify product price is displayed correctly,Low,User is on the login page,Leave search query empty and verify appropriate message is displayed.,2021-03-04T00:13:54Z,2023-08-02T04:30:22Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify registration with invalid data,Low,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2021-08-15T12:51:11Z,2024-04-22T00:24:13Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product details are displayed correctly,Medium,User is on the product search page,Enter invalid username and password and verify error message.,2022-03-22T19:50:57Z,2023-04-09T17:21:55Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify registration with valid data,Medium,User is on the registration page,Enter valid data and verify successful registration.,2022-08-28T16:37:39Z,2024-02-07T11:30:22Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,Low,User is on the currency conversion page,Enter search query and verify correct products are displayed.,2021-10-16T10:19:34Z,2023-03-10T14:51:15Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,Low,User is on the login page,Check if product reviews are sorted by date in descending order.,2021-11-08T12:19:19Z,2023-09-22T05:30:42Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify product availability status is accurate,Low,User is on the login page,Enter search query and verify correct products are displayed.,2021-07-09T22:24:02Z,2023-01-18T05:04:55Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify product availability status is accurate,High,User is on the product details page,Check if product price is displayed accurately with correct currency format.,2021-08-06T11:45:09Z,2023-07-28T10:13:16Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify search functionality handles empty query,High,User is on the login page,Check if product images are displayed correctly and in high resolution.,2021-02-08T01:25:21Z,2023-03-29T23:13:42Z,666017adf902b,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,Low,User is on the product details page,Enter invalid data and verify error message.,2021-06-29T10:54:28Z,2023-09-22T03:34:17Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify user can complete purchase,High,User is on the checkout page,Enter invalid product ID and verify appropriate message is displayed.,2022-09-18T08:27:36Z,2024-06-29T04:45:21Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify registration with invalid data,High,User has items in the shopping cart,Check if product price is displayed accurately with correct currency format.,2022-01-20T01:36:33Z,2024-04-05T18:41:37Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify user can remove product from cart,High,User is on the currency conversion page,Check if product availability status is updated in real-time.,2021-08-24T15:05:30Z,2024-08-16T01:56:27Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,Medium,User is on the currency conversion page,Enter USD amount and verify accurate conversion to EUR.,2021-10-25T00:26:08Z,2023-08-09T04:21:09Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Medium,User is on the product details page,Enter valid username and password and verify successful login.,2022-12-25T17:23:15Z,2023-09-20T21:31:30Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify user can add product to cart,Low,User is on the login page,Enter valid data and verify successful registration.,2022-11-03T23:44:28Z,2024-08-21T20:55:11Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,High,User is on the checkout page,Enter search query and verify correct products are displayed.,2022-04-26T16:52:06Z,2024-03-10T05:20:36Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product availability status is accurate,Medium,User is on the checkout page,Enter invalid username and password and verify error message.,2021-12-20T12:47:48Z,2024-04-25T02:42:43Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,Medium,User is on the registration page,Enter invalid username and password and verify error message.,2022-02-03T16:35:08Z,2024-05-08T09:13:04Z,666017adf902b,66601d7f32c5408430429d1b
Verify user can add product to cart,Low,User is on the product search page,Enter invalid username and password and verify error message.,2022-10-17T22:05:25Z,2023-01-19T22:42:38Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User is on the registration page,Check if product images are displayed correctly and in high resolution.,2022-10-03T14:55:58Z,2024-06-24T11:10:06Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify registration with valid data,High,User is on the product search page,Check if product images are displayed correctly and in high resolution.,2022-11-14T02:28:33Z,2023-10-26T14:36:15Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify registration with valid data,Medium,User is on the registration page,Enter USD amount and verify accurate conversion to EUR.,2021-09-27T15:16:57Z,2023-06-06T19:10:56Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify login with invalid credentials,Low,User is on the registration page,Enter invalid data and verify error message.,2022-03-07T22:59:01Z,2023-03-13T06:37:43Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify product reviews are displayed correctly,High,User is on the currency conversion page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-11-16T04:23:35Z,2023-05-30T09:48:03Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product images are displayed correctly,Medium,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2021-12-12T20:15:56Z,2024-06-16T19:45:13Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify product images are displayed correctly,Medium,User is on the checkout page,Leave search query empty and verify appropriate message is displayed.,2021-05-17T22:50:33Z,2023-04-21T10:58:23Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,Low,User is on the product search page,Enter USD amount and verify accurate conversion to EUR.,2021-10-23T12:38:27Z,2024-01-10T15:25:48Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product availability status is accurate,High,User is on the login page,Enter valid data and verify successful registration.,2021-04-18T11:38:49Z,2024-07-09T08:13:51Z,666017adf902b,66601d7f32c5408430429d19
Verify user can remove product from cart,Low,User is on the product details page,Check if product images are displayed correctly and in high resolution.,2021-02-08T02:08:23Z,2024-01-20T03:47:35Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product availability status is accurate,High,User is on the product details page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-12-24T22:54:40Z,2023-07-28T21:36:43Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify registration with valid data,Low,User is on the registration page,Attempt to remove product from cart and verify success message is displayed.,2021-02-10T12:16:34Z,2023-08-20T22:40:11Z,666017adf902b,66601d7f32c5408430429d1b
Verify login with valid credentials,High,User is on the checkout page,Check if product reviews are sorted by date in descending order.,2022-09-09T05:54:26Z,2023-03-13T02:41:55Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,High,User has items in the shopping cart,Attempt to remove product from cart and verify success message is displayed.,2021-11-19T23:51:55Z,2024-02-03T19:38:13Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify search functionality handles empty query,Medium,User is on the product search page,Enter EUR amount and verify accurate conversion to USD.,2022-03-02T16:11:27Z,2023-05-06T22:21:34Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify product availability status is accurate,Medium,User is on the registration page,Attempt to remove product from cart and verify success message is displayed.,2022-07-10T22:00:54Z,2023-12-25T13:26:32Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can proceed to checkout,Low,User is on the currency conversion page,Enter valid username and password and verify successful login.,2022-01-12T18:10:44Z,2024-05-21T21:47:28Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product details page handles invalid product ID,Medium,User is on the product details page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-05-03T19:08:01Z,2023-12-22T17:01:24Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify user can add product to cart,High,User is on the login page,Check if product price is displayed accurately with correct currency format.,2022-10-15T04:35:41Z,2023-03-12T20:44:14Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify login with valid credentials,Low,User is on the product search page,View product reviews and verify they are displayed correctly.,2022-02-14T09:17:57Z,2023-06-03T11:53:17Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify user can add product to cart,Low,User is on the registration page,Enter valid data and verify successful registration.,2022-08-03T01:36:53Z,2023-01-09T08:19:28Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify search functionality handles empty query,High,User is on the product search page,Enter invalid data and verify error message.,2022-08-25T15:07:59Z,2023-09-20T20:34:04Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify login with invalid credentials,Medium,User is on the login page,Enter invalid product ID and verify appropriate message is displayed.,2022-06-17T06:58:20Z,2023-07-15T10:35:49Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify search functionality returns correct results,Medium,User is on the login page,Attempt to add product to cart and verify success message is displayed.,2021-04-25T02:22:02Z,2024-07-30T01:33:16Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product availability status is accurate,Medium,User is on the login page,Enter invalid product ID and verify appropriate message is displayed.,2021-07-04T01:03:55Z,2023-12-15T20:19:15Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify login with invalid credentials,Low,User is on the registration page,Leave search query empty and verify appropriate message is displayed.,2021-03-23T02:25:17Z,2023-07-13T09:10:00Z,666017adf902b,66601d7f32c5408430429d1a
Verify user can proceed to checkout,High,User is on the product search page,Attempt to remove product from cart and verify success message is displayed.,2022-11-22T14:26:54Z,2023-11-06T07:34:56Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Medium,User is on the currency conversion page,Enter search query and verify correct products are displayed.,2021-11-04T16:48:26Z,2024-05-13T22:29:44Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,Low,User is on the login page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-10-05T22:17:42Z,2023-11-27T17:53:31Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,Low,User is on the product search page,View product details and verify all information is displayed correctly.,2021-02-17T21:29:08Z,2024-02-19T15:51:32Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Medium,User is on the product details page,View product details and verify all information is displayed correctly.,2021-08-15T12:31:30Z,2023-02-10T05:56:33Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product price is displayed correctly,Medium,User is on the product details page,Enter USD amount and verify accurate conversion to EUR.,2021-09-04T19:33:16Z,2024-03-12T22:58:56Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify product details are displayed correctly,Low,User is on the registration page,Enter search query and verify correct products are displayed.,2021-02-12T04:58:44Z,2024-01-22T21:04:02Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can remove product from cart,High,User is on the currency conversion page,Check if product images are displayed correctly and in high resolution.,2022-01-15T03:01:13Z,2024-07-16T17:43:19Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify user can remove product from cart,Low,User has items in the shopping cart,Check if product images are displayed correctly and in high resolution.,2022-05-07T23:03:00Z,2024-06-19T22:48:42Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Medium,User is on the registration page,Enter valid payment details and verify successful purchase completion.,2022-03-26T01:58:37Z,2024-06-04T02:48:33Z,666017adf902b,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,Medium,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2022-10-16T08:04:17Z,2023-04-03T06:37:29Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify user can add product to cart,High,User is on the registration page,View product details and verify all information is displayed correctly.,2021-12-15T21:19:28Z,2024-07-19T20:51:15Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify user can add product to cart,Medium,User is on the registration page,Enter USD amount and verify accurate conversion to EUR.,2021-06-10T08:53:35Z,2023-06-30T13:39:26Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify login with invalid credentials,High,User is on the product details page,Enter invalid username and password and verify error message.,2021-06-15T01:39:29Z,2023-02-21T07:28:23Z,666017adf902b,66601d7f32c5408430429d19
Verify product images are displayed correctly,Medium,User has items in the shopping cart,View product details and verify all information is displayed correctly.,2022-04-01T09:43:22Z,2023-12-18T03:54:17Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Medium,User is on the currency conversion page,Check if product availability status is updated in real-time.,2022-11-09T12:07:00Z,2023-06-29T00:52:15Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify user can apply discount code,Low,User has items in the shopping cart,Leave search query empty and verify appropriate message is displayed.,2022-02-21T15:26:24Z,2023-11-04T20:55:51Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify product price is displayed correctly,High,User has items in the shopping cart,Enter EUR amount and verify accurate conversion to USD.,2022-04-25T08:31:03Z,2023-04-19T09:21:05Z,666017adf902b,66601d7f32c5408430429d19
Verify product details are displayed correctly,Medium,User is on the login page,Enter valid payment details and verify successful purchase completion.,2021-11-12T11:54:11Z,2023-07-13T00:06:50Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify user can remove product from cart,Low,User is on the login page,Enter search query and verify correct products are displayed.,2021-04-05T12:16:51Z,2024-01-31T10:43:52Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the product search page,Check if product images are displayed correctly and in high resolution.,2021-02-06T14:00:29Z,2024-04-20T06:19:34Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the registration page,Enter EUR amount and verify accurate conversion to USD.,2021-12-13T15:42:55Z,2023-10-14T09:37:59Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,Low,User is on the registration page,Enter invalid data and verify error message.,2022-10-02T12:02:08Z,2023-10-07T08:06:04Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify login with valid credentials,High,User is on the login page,Enter invalid data and verify error message.,2022-03-19T20:32:58Z,2023-12-02T20:57:53Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,High,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2021-08-06T19:29:22Z,2024-01-19T23:54:02Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify currency conversion accuracy for USD to EUR,Low,User is on the login page,Check if product availability status is updated in real-time.,2022-03-02T20:07:48Z,2024-04-10T17:47:01Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify registration with invalid data,High,User is on the registration page,Enter valid payment details and verify successful purchase completion.,2022-01-16T08:04:27Z,2024-01-27T14:44:14Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the checkout page,Attempt to add product to cart and verify success message is displayed.,2021-02-27T05:32:54Z,2024-05-31T07:26:41Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Medium,User is on the checkout page,Enter valid username and password and verify successful login.,2022-11-17T19:39:14Z,2024-01-22T17:02:39Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify product availability status is accurate,Low,User has items in the shopping cart,Check if product availability status is updated in real-time.,2021-07-01T21:28:10Z,2023-06-18T11:04:59Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Low,User is on the product search page,Enter invalid data and verify error message.,2021-07-27T21:11:22Z,2024-02-04T02:39:32Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify user can proceed to checkout,High,User has items in the shopping cart,Enter invalid data and verify error message.,2022-03-01T15:51:15Z,2024-08-23T16:02:40Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can complete purchase,Low,User is on the checkout page,Enter valid data and verify successful registration.,2021-05-04T04:37:52Z,2023-08-22T01:11:16Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Medium,User is on the login page,Enter invalid product ID and verify appropriate message is displayed.,2021-07-08T00:55:19Z,2024-04-22T18:39:14Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,High,User is on the registration page,Attempt to remove product from cart and verify success message is displayed.,2022-10-08T13:37:48Z,2024-07-14T16:21:57Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify user can apply discount code,High,User is on the checkout page,Enter search query and verify correct products are displayed.,2021-01-16T12:19:44Z,2023-06-19T07:17:46Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,Low,User is on the login page,Enter valid payment details and verify successful purchase completion.,2022-09-01T14:29:14Z,2023-04-16T02:10:18Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify user can complete purchase,Low,User is on the product search page,Check if product images are displayed correctly and in high resolution.,2021-09-22T20:21:34Z,2023-06-28T03:38:43Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Medium,User is on the currency conversion page,Check if product availability status is updated in real-time.,2022-12-27T20:21:46Z,2023-01-22T13:20:05Z,666017adf902b,66601d7f32c5408430429d1b
Verify user can apply discount code,Low,User is on the product search page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-01-11T06:49:22Z,2023-06-03T17:41:24Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product details page handles invalid product ID,Low,User is on the registration page,Check if product availability status is updated in real-time.,2021-06-04T07:37:33Z,2024-03-26T05:06:05Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify search functionality handles empty query,High,User is on the registration page,Enter invalid username and password and verify error message.,2021-04-16T10:34:56Z,2024-06-29T22:50:32Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify product details are displayed correctly,High,User is on the product details page,Enter valid payment details and verify successful purchase completion.,2022-04-29T00:33:50Z,2023-12-19T17:08:05Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User is on the registration page,Attempt to remove product from cart and verify success message is displayed.,2021-07-21T00:22:25Z,2024-07-22T02:23:20Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify user can apply discount code,Medium,User is on the registration page,Enter invalid data and verify error message.,2021-03-12T06:27:07Z,2024-06-23T01:10:47Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify registration with valid data,High,User is on the registration page,Check if product price is displayed accurately with correct currency format.,2021-12-07T23:18:46Z,2023-01-20T12:20:03Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify user can remove product from cart,High,User has items in the shopping cart,Enter invalid username and password and verify error message.,2022-11-23T00:43:29Z,2024-02-02T14:08:38Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify search functionality returns correct results,Low,User is on the registration page,Check if product images are displayed correctly and in high resolution.,2022-02-26T05:18:46Z,2024-05-29T05:45:27Z,666017adf902b,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,Medium,User is on the login page,View product details and verify all information is displayed correctly.,2021-10-10T06:12:22Z,2023-04-02T15:12:57Z,666017adf902b,66601d7f32c5408430429d1b
Verify registration with valid data,Medium,User is on the product search page,Check if product reviews are sorted by date in descending order.,2021-12-07T11:20:32Z,2023-05-24T01:52:49Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Low,User is on the login page,Enter valid data and verify successful registration.,2022-08-21T11:38:13Z,2024-05-13T16:30:18Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,High,User is on the registration page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-06-07T11:10:27Z,2024-06-30T23:31:01Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify user can add product to cart,High,User is on the product details page,Enter invalid data and verify error message.,2021-08-28T15:53:44Z,2023-09-24T00:36:17Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify registration with valid data,Low,User is on the registration page,Check if product availability status is updated in real-time.,2022-05-03T23:31:11Z,2023-06-30T19:44:57Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Low,User is on the login page,Enter valid data and verify successful registration.,2021-09-09T16:11:05Z,2023-08-05T05:26:32Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify registration with invalid data,Low,User has items in the shopping cart,Enter valid payment details and verify successful purchase completion.,2022-07-18T19:23:01Z,2023-02-04T18:23:36Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify login with invalid credentials,Medium,User is on the checkout page,Enter valid username and password and verify successful login.,2022-09-10T03:08:37Z,2023-12-02T05:06:00Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify user can remove product from cart,High,User is on the checkout page,Check if product reviews are sorted by date in descending order.,2022-08-01T03:32:34Z,2024-07-11T03:11:17Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
