Title,Category,Status,Priority,StartDate,EndDate,IssueType,Severity,Environment,Description,CreatedAt,UpdatedAt,AssignedTo,TestRunID
Fix broken links on product details page,Task,Open,High,9/22/2023,8/17/2023,SEO,Major,Development,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",2022-03-28T18:16:16Z,2022-01-02T16:26:18Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae0
Login button not responsive,Improvement,Open,High,12/23/2022,7/31/2024,Server Error,Major,Staging,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",2022-03-04T11:18:46Z,2022-01-29T06:42:22Z,666011d01cc6e634de0ff70d,6660219ed70be
Improve search functionality,Task,Closed,Medium,8/20/2022,7/18/2023,Console Error,Major,Staging,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2021-05-14T05:27:31Z,2023-08-03T22:23:39Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae0
Login button not responsive,Task,In Progress,Medium,8/21/2023,7/24/2024,UI/Design,Critical,Staging,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,2022-10-03T16:50:58Z,2022-04-28T08:37:06Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae2
Product image not loading on details page,Improvement,Closed,Medium,11/16/2022,8/7/2024,Tracking,Minor,Staging,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-08-29T12:36:28Z,2023-06-26T03:47:11Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae7
Fix server error on checkout,Task,In Progress,Low,7/5/2023,3/6/2023,Console Error,Critical,Staging,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.",2022-06-14T00:16:26Z,2022-12-06T06:59:58Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae0
Product image not loading on details page,Task,Open,Low,9/9/2023,3/2/2024,SEO,Major,Production,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,2022-11-11T13:06:58Z,2024-06-04T07:48:09Z,665f39f9eef319f64ee080f6,6660219ed70be
Optimize database queries,Task,Closed,High,9/7/2023,3/7/2023,UI/Design,Minor,QA,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",2022-05-12T23:40:19Z,2024-02-01T18:02:35Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adb
Update UI design for homepage,Task,Open,High,4/11/2023,2/27/2024,Console Error,Major,Staging,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2021-04-28T06:07:51Z,2022-09-23T21:56:55Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae3
Fix server error on checkout,Bug,Closed,Medium,5/10/2023,11/9/2022,Functionality,Critical,Production,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,2021-10-20T11:44:28Z,2023-11-24T19:25:56Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae9
Product image not loading on details page,Bug,Closed,Low,4/15/2023,7/22/2023,Server Error,Critical,Production,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,2021-05-12T05:29:23Z,2022-01-04T20:57:49Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae3
Implement pagination for search results,Bug,Closed,Medium,11/9/2022,2/26/2023,SEO,Minor,QA,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",2022-12-23T13:57:53Z,2023-08-20T09:07:15Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae8
Improve search functionality,Bug,Closed,Low,11/4/2022,3/28/2023,Functionality,Minor,Production,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2021-03-25T03:04:48Z,2022-08-21T03:02:55Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adf
Update error messages for login,Improvement,Open,High,5/30/2023,7/20/2024,UI/Design,Minor,QA,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2021-04-22T16:58:02Z,2024-06-04T10:20:38Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae7
Update error messages for login,Bug,Open,Medium,11/22/2022,3/10/2023,Server Error,Major,Staging,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2021-04-22T21:57:37Z,2023-03-26T15:00:12Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ad8
Improve checkout process,Bug,In Progress,Low,3/30/2023,8/3/2023,Performance,Minor,Development,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,2022-09-28T16:19:01Z,2023-09-30T16:38:49Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae5
Product image not loading on details page,Improvement,In Progress,Low,5/3/2023,1/20/2023,Performance,Minor,QA,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2022-11-29T04:34:54Z,2022-08-06T16:47:56Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae9
Update UI design for homepage,Task,In Progress,High,5/19/2023,8/13/2024,Server Error,Minor,Production,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,2022-05-10T06:38:10Z,2023-03-20T15:29:20Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae0
Optimize database queries,Bug,In Progress,High,9/14/2022,3/11/2023,Performance,Critical,Staging,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",2021-06-29T08:27:26Z,2022-06-21T18:15:51Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae5
Update UI design for homepage,Task,Closed,High,4/12/2023,12/18/2023,Functionality,Major,QA,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,2021-12-20T19:34:36Z,2023-08-06T07:38:33Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae9
Add tracking code for user interactions,Task,Open,Low,9/29/2022,2/8/2024,Console Error,Critical,QA,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,2021-05-19T05:15:30Z,2023-03-08T07:09:47Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adb
Improve search functionality,Task,In Progress,Medium,6/17/2023,10/22/2022,UI/Design,Major,Production,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2022-05-07T05:34:55Z,2022-01-16T12:24:00Z,666011d01cc6e634de0ff70d,6660219ed70be
Product image not loading on details page,Improvement,In Progress,Medium,6/19/2023,12/28/2023,Tracking,Minor,Production,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",2022-09-23T05:39:56Z,2023-12-04T17:59:50Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ad8
Improve checkout process,Improvement,Closed,Low,8/15/2023,8/2/2024,Console Error,Minor,Staging,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",2021-04-26T15:49:12Z,2023-11-11T14:39:45Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae5
Fix broken links on product details page,Improvement,Open,Low,12/20/2022,4/8/2023,SEO,Critical,Development,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2022-03-02T02:14:05Z,2024-02-20T07:27:58Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae9
Implement pagination for search results,Improvement,Open,Low,1/6/2023,5/22/2024,Server Error,Major,Production,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,2022-06-24T22:22:42Z,2022-01-08T01:31:48Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae8
Optimize database queries,Task,Closed,Medium,11/28/2022,12/24/2023,Functionality,Major,QA,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",2021-05-16T21:28:16Z,2023-12-29T04:39:39Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ad8
Add tracking code for user interactions,Bug,Closed,Low,8/1/2023,12/11/2022,Performance,Major,Production,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2022-04-16T14:23:55Z,2024-04-21T20:54:07Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6adf
Add tracking code for user interactions,Bug,In Progress,Low,5/22/2023,12/3/2023,Server Error,Critical,Staging,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-06-28T08:23:15Z,2023-04-14T05:32:35Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adf
Optimize database queries,Improvement,Closed,High,6/19/2023,2/19/2024,Performance,Major,QA,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2021-01-07T09:02:41Z,2024-06-26T12:31:00Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae5
Fix broken links on product details page,Task,Open,Low,2/3/2023,4/20/2023,SEO,Major,Staging,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2021-07-12T07:13:54Z,2024-07-15T06:36:43Z,665f39f9eef319f64ee080f6,6660219ed70be
Login button not responsive,Task,Closed,Medium,9/6/2022,9/26/2023,SEO,Critical,QA,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2021-06-27T09:06:30Z,2024-04-14T21:14:10Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae5
Implement pagination for search results,Improvement,Closed,Medium,2/11/2023,11/11/2023,Console Error,Major,Staging,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,2022-11-07T04:45:42Z,2024-01-20T11:22:21Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae5
Add tracking code for user interactions,Task,Open,High,8/27/2023,7/9/2023,Functionality,Minor,Staging,Fusce consequat. Nulla nisl.,2022-12-19T20:37:46Z,2022-12-13T00:31:46Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6adf
Add tracking code for user interactions,Improvement,Open,High,8/20/2022,4/12/2024,UI/Design,Minor,Staging,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2022-11-21T22:36:06Z,2023-12-06T01:32:42Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6adb
Product image not loading on details page,Bug,Closed,Low,12/30/2022,11/12/2023,Tracking,Major,Staging,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",2021-11-20T04:50:49Z,2023-07-01T07:46:03Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ad8
Update error messages for login,Bug,Open,Medium,7/20/2023,2/4/2024,Server Error,Minor,QA,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2022-12-03T11:34:23Z,2023-02-03T15:52:45Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae8
Optimize database queries,Improvement,In Progress,High,9/20/2023,9/14/2023,SEO,Major,Staging,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,2021-12-23T13:52:03Z,2023-03-05T21:58:42Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae1
Update error messages for login,Bug,Open,High,2/10/2023,7/27/2023,Server Error,Minor,Development,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2022-03-29T21:13:20Z,2022-08-06T00:42:09Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae1
Add tracking code for user interactions,Improvement,Closed,High,6/28/2023,6/11/2024,Functionality,Critical,QA,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",2022-05-15T02:16:22Z,2022-06-13T20:32:30Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae5
Improve search functionality,Improvement,Open,Medium,11/7/2022,3/25/2024,Console Error,Minor,QA,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",2021-12-16T00:34:40Z,2024-07-08T19:21:59Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae1
Update UI design for homepage,Improvement,Open,Low,11/24/2022,3/24/2023,Tracking,Major,QA,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,2021-02-10T13:01:05Z,2023-01-16T15:34:56Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae7
Update UI design for homepage,Bug,In Progress,High,6/28/2023,11/1/2023,UI/Design,Minor,Development,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",2021-11-06T09:42:42Z,2022-09-07T03:01:39Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ad8
Optimize database queries,Improvement,In Progress,Low,5/20/2023,4/1/2023,UI/Design,Minor,QA,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",2022-05-13T12:33:18Z,2024-01-15T20:30:06Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae9
Add tracking code for user interactions,Task,Open,Medium,9/20/2022,6/24/2024,Functionality,Major,QA,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2022-06-16T07:44:46Z,2023-07-10T09:43:52Z,666011d01cc6e634de0ff70d,6660219ed70be
Improve checkout process,Improvement,Open,Low,4/22/2023,3/12/2024,Server Error,Major,QA,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",2021-08-30T03:48:11Z,2022-12-23T11:45:58Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae0
Improve search functionality,Improvement,Closed,Low,3/23/2023,1/24/2024,UI/Design,Critical,QA,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",2021-11-16T22:03:12Z,2024-01-30T21:39:35Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae3
Update UI design for homepage,Bug,Open,High,11/7/2022,8/9/2023,SEO,Major,Production,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",2021-03-08T21:39:06Z,2024-05-02T23:16:22Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae9
Improve checkout process,Improvement,Open,High,10/31/2022,6/4/2024,Tracking,Major,QA,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",2022-12-02T01:47:05Z,2022-02-19T05:40:58Z,666011d01cc6e634de0ff70d,6660219ed70be
Update UI design for homepage,Improvement,Closed,High,7/12/2023,4/4/2023,Performance,Minor,Production,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",2021-05-21T16:13:02Z,2022-10-23T11:09:28Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae4
Improve search functionality,Bug,In Progress,Low,11/7/2022,12/25/2022,Performance,Major,Production,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",2022-07-22T09:21:40Z,2024-04-21T14:46:57Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae4
Add tracking code for user interactions,Task,In Progress,Medium,8/1/2022,4/29/2023,Server Error,Major,QA,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",2021-02-07T08:04:17Z,2023-11-23T15:31:47Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae8
Product image not loading on details page,Bug,In Progress,Low,4/16/2023,5/27/2024,Server Error,Critical,Production,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2022-05-20T07:58:35Z,2023-03-26T21:16:55Z,665f39f9eef319f64ee080f6,6660219ed70be
Add tracking code for user interactions,Improvement,Closed,Low,5/2/2023,5/11/2023,Tracking,Minor,Staging,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",2022-03-26T03:16:47Z,2022-12-09T09:13:08Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ad8
Fix broken links on product details page,Task,Closed,High,2/10/2023,12/4/2022,Performance,Major,Production,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",2022-09-03T05:35:41Z,2024-03-05T17:58:27Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ad8
Update error messages for login,Task,Closed,High,6/27/2023,5/9/2023,Functionality,Major,Development,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2021-09-06T16:19:19Z,2022-07-30T02:01:48Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae0
Fix broken links on product details page,Task,Closed,High,9/20/2022,3/15/2023,Functionality,Minor,Development,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",2021-01-21T17:26:07Z,2024-01-31T22:22:42Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6adb
Fix broken links on product details page,Bug,Open,Medium,12/14/2022,12/25/2022,UI/Design,Minor,Staging,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,2022-05-19T15:12:42Z,2023-10-10T04:31:25Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adf
Fix server error on checkout,Bug,Closed,Medium,12/6/2022,4/22/2024,Functionality,Critical,Staging,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,2022-09-10T02:12:57Z,2023-07-02T08:42:06Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae8
Update error messages for login,Task,Open,Low,4/12/2023,2/4/2023,Performance,Minor,QA,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-10-23T19:03:49Z,2022-07-06T03:24:09Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae5
Fix broken links on product details page,Improvement,Open,Low,4/29/2023,2/25/2024,Tracking,Major,Development,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2022-08-06T21:53:19Z,2023-06-06T05:01:47Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae7
Login button not responsive,Improvement,Closed,High,4/1/2023,8/22/2023,Performance,Minor,Development,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,2021-10-22T14:31:18Z,2023-11-09T19:12:54Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae1
Fix broken links on product details page,Bug,Open,High,10/3/2022,10/13/2023,Console Error,Minor,Development,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,2022-05-19T15:39:22Z,2022-12-08T05:41:38Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae8
Improve search functionality,Task,Closed,Low,5/20/2023,6/30/2024,Tracking,Minor,Production,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",2021-06-21T02:49:35Z,2022-04-02T04:46:57Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae7
Fix server error on checkout,Improvement,Closed,Medium,5/20/2023,1/10/2024,UI/Design,Major,Development,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,2022-11-05T08:36:05Z,2024-03-02T01:35:51Z,666011d01cc6e634de0ff70d,6660219ed70be
Update UI design for homepage,Improvement,In Progress,Medium,5/19/2023,11/22/2022,Performance,Critical,QA,Aliquam non mauris. Morbi non lectus.,2021-08-02T18:50:54Z,2023-04-26T08:05:51Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae7
Improve search functionality,Improvement,In Progress,High,11/23/2022,6/17/2024,Functionality,Critical,Production,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",2022-05-05T11:34:25Z,2022-02-07T22:28:08Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae4
